GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,latitude,longitude,system:time_start,Version,PLOT_ID,LAIe_Miller_up,LAIe_Miller_up_err,LAI_Miller_up,LAI_Miller_up_err,clumping_Miller_up,clumping_Miller_up_err,LAIe_Warren_up,LAIe_Warren_up_err,LAI_Warren_up,LAI_Warren_up_err,clumping_Warren_up,clumping_Warren_up_err,LAIe_Miller_down,LAIe_Miller_down_err,LAI_Miller_down,LAI_Miller_down_err,clumping_Miller_down,clumping_Miller_down_err,LAIe_Warren_down,LAIe_Warren_down_err,LAI_Warren_down,LAI_Warren_down_err,clumping_Warren_down,clumping_Warren_down_err,up_flag,down_flag
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1559191920000.0,2.0,TALL_049,1.48,0.04,2.00,0.07,0.740,0.033,1.37,0.05,1.82,0.10,0.75,0.05,2.56,0.10,3.36,0.13,0.76,0.04,1.96,0.10,2.43,0.13,0.81,0.06,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1560228420000.0,2.0,TALL_049,1.47,0.04,2.01,0.07,0.731,0.033,1.33,0.05,1.74,0.10,0.77,0.05,2.44,0.09,3.13,0.11,0.78,0.04,1.93,0.11,2.46,0.12,0.79,0.06,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1561438860000.0,2.0,TALL_049,1.45,0.05,1.97,0.07,0.738,0.035,1.41,0.06,1.90,0.11,0.74,0.05,2.00,0.10,2.71,0.12,0.74,0.05,1.79,0.14,2.34,0.19,0.76,0.09,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1562821860000.0,2.0,TALL_049,1.44,0.04,1.93,0.07,0.747,0.034,1.38,0.06,1.81,0.10,0.76,0.06,1.99,0.08,2.60,0.11,0.77,0.04,1.89,0.11,2.42,0.15,0.78,0.07,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1563945120000.0,2.0,TALL_049,1.47,0.04,1.95,0.07,0.752,0.034,1.37,0.05,1.78,0.10,0.77,0.05,2.28,0.09,2.97,0.11,0.77,0.04,1.71,0.14,2.26,0.15,0.76,0.08,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1565068200000.0,2.0,TALL_049,1.52,0.05,2.06,0.07,0.739,0.033,1.46,0.07,1.99,0.13,0.73,0.06,2.13,0.08,2.77,0.09,0.77,0.04,1.78,0.10,2.23,0.14,0.80,0.07,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1566279240000.0,2.0,TALL_049,1.51,0.04,2.03,0.07,0.745,0.033,1.46,0.06,1.94,0.10,0.75,0.05,2.06,0.07,2.47,0.08,0.84,0.04,1.53,0.08,1.81,0.10,0.84,0.07,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1567575420000.0,2.0,TALL_049,1.51,0.04,2.04,0.07,0.740,0.033,1.47,0.06,1.95,0.13,0.75,0.06,1.56,0.08,2.00,0.10,0.78,0.06,1.28,0.11,1.71,0.16,0.75,0.09,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1568699040000.0,2.0,TALL_049,1.57,0.04,2.11,0.07,0.741,0.032,1.50,0.07,1.92,0.11,0.78,0.06,1.11,0.05,1.41,0.06,0.79,0.05,1.04,0.07,1.32,0.09,0.79,0.07,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1569908940000.0,2.0,TALL_049,1.52,0.04,2.06,0.07,0.739,0.032,1.46,0.06,1.97,0.11,0.74,0.05,0.99,0.06,1.31,0.09,0.76,0.07,0.88,0.07,1.08,0.09,0.81,0.10,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1571206320000.0,2.0,TALL_049,1.50,0.04,1.97,0.06,0.762,0.033,1.69,0.07,2.27,0.14,0.74,0.05,0.73,0.04,0.88,0.05,0.84,0.07,0.53,0.06,0.63,0.07,0.84,0.14,0,0
GBOV_RM7_466,TalladegaNationalForest,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,135,Mixed Forest,32.9504585266113,-87.3932723999023,1572329700000.0,2.0,TALL_049,1.43,0.04,1.87,0.06,0.762,0.033,1.36,0.05,1.72,0.08,0.79,0.05,0.406,0.021,0.469,0.026,0.86,0.07,0.328,0.031,0.38,0.04,0.87,0.13,0,0
GBOV_RM7_1557,JonesEcologicalResearchCenter,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Croplands,31.1948394775391,-84.468777,1566977040000.0,2.0,JERC_008,1.20,0.06,1.79,0.08,0.67,0.04,0.89,0.06,1.25,0.10,0.71,0.07,1.62,0.07,1.91,0.09,0.85,0.05,1.40,0.10,1.63,0.15,0.86,0.10,0,0
GBOV_RM7_613,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1432080000000.0,2.0,CPER_009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0654,0.0032,0.0660,0.0032,0.99,0.07,0.072,0.006,0.073,0.006,0.99,0.11,-999,0
GBOV_RM7_613,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1496102400000.0,2.0,CPER_009,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.270,0.009,0.276,0.009,0.98,0.05,0.269,0.014,0.276,0.015,0.97,0.07,-999,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1436313600000.0,2.0,STEI_055,2.89,0.12,4.21,0.16,0.69,0.04,2.59,0.15,3.81,0.20,0.68,0.05,2.05,0.11,2.58,0.13,0.80,0.06,1.70,0.15,2.11,0.17,0.80,0.09,0,32
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1437696000000.0,2.0,STEI_055,2.46,0.09,3.50,0.14,0.70,0.04,2.06,0.11,2.89,0.18,0.71,0.06,2.14,0.09,2.50,0.10,0.86,0.05,1.52,0.12,1.74,0.14,0.87,0.10,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1438732800000.0,2.0,STEI_055,2.55,0.10,3.74,0.15,0.68,0.04,2.19,0.14,3.22,0.18,0.68,0.06,1.94,0.12,2.52,0.13,0.77,0.06,1.58,0.11,1.93,0.14,0.82,0.08,0,18
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1440115200000.0,2.0,STEI_055,2.59,0.11,3.89,0.18,0.67,0.04,2.21,0.16,3.33,0.18,0.66,0.06,1.69,0.07,1.92,0.08,0.88,0.05,1.27,0.09,1.47,0.12,0.86,0.10,8,16
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1441238400000.0,2.0,STEI_055,2.35,0.12,3.47,0.18,0.68,0.05,2.13,0.16,3.21,0.19,0.66,0.06,1.58,0.07,1.79,0.08,0.89,0.05,1.28,0.11,1.47,0.13,0.87,0.11,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1441929600000.0,2.0,STEI_055,3.09,0.12,4.42,0.16,0.70,0.04,2.44,0.15,3.54,0.19,0.69,0.06,1.93,0.09,2.37,0.11,0.82,0.05,1.51,0.12,1.84,0.15,0.82,0.09,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1442361600000.0,2.0,STEI_055,1.75,0.08,2.60,0.13,0.68,0.05,1.51,0.11,2.34,0.18,0.64,0.07,0.81,0.05,0.95,0.06,0.85,0.07,0.60,0.06,0.74,0.09,0.81,0.13,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1443657600000.0,2.0,STEI_055,0.595,0.034,0.77,0.06,0.77,0.08,0.53,0.04,0.68,0.07,0.78,0.10,0.554,0.034,0.62,0.04,0.90,0.08,0.45,0.05,0.51,0.06,0.88,0.14,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1444780800000.0,2.0,STEI_055,0.414,0.015,0.458,0.017,0.90,0.05,0.376,0.029,0.43,0.04,0.87,0.10,0.397,0.021,0.432,0.025,0.92,0.07,0.278,0.032,0.31,0.04,0.91,0.16,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1445904000000.0,2.0,STEI_055,0.332,0.013,0.368,0.015,0.90,0.05,0.428,0.026,0.51,0.04,0.84,0.09,0.162,0.009,0.171,0.010,0.95,0.08,0.135,0.012,0.144,0.016,0.94,0.13,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1462320000000.0,2.0,STEI_055,0.411,0.015,0.456,0.018,0.90,0.05,0.366,0.021,0.421,0.031,0.87,0.08,0.498,0.024,0.547,0.027,0.91,0.06,0.48,0.04,0.52,0.04,0.92,0.11,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1463529600000.0,2.0,STEI_055,0.643,0.033,0.78,0.04,0.83,0.06,0.58,0.04,0.74,0.07,0.79,0.10,0.53,0.04,0.61,0.04,0.87,0.09,0.48,0.05,0.54,0.05,0.89,0.13,0,8
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1464652800000.0,2.0,STEI_055,2.55,0.10,3.65,0.14,0.70,0.04,2.49,0.14,3.50,0.17,0.71,0.05,1.87,0.10,2.43,0.12,0.77,0.06,1.53,0.14,1.98,0.18,0.77,0.10,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1466035200000.0,2.0,STEI_055,3.05,0.12,4.33,0.17,0.70,0.04,2.69,0.18,3.77,0.21,0.71,0.06,2.57,0.13,3.34,0.14,0.77,0.05,1.90,0.18,2.42,0.19,0.78,0.10,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1466985600000.0,2.0,STEI_055,3.07,0.12,4.35,0.16,0.71,0.04,2.68,0.17,3.88,0.21,0.69,0.06,2.57,0.16,3.72,0.17,0.69,0.05,2.02,0.20,2.99,0.25,0.68,0.09,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1468281600000.0,2.0,STEI_055,2.79,0.10,4.01,0.15,0.69,0.04,2.19,0.13,3.26,0.20,0.67,0.06,2.49,0.09,2.84,0.10,0.88,0.05,1.90,0.10,2.13,0.11,0.89,0.07,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1469491200000.0,2.0,STEI_055,2.78,0.10,4.13,0.16,0.67,0.04,2.18,0.14,3.29,0.21,0.66,0.06,2.79,0.13,3.73,0.15,0.75,0.05,2.12,0.20,2.78,0.24,0.76,0.10,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1470929340000.0,2.0,STEI_055,3.02,0.12,4.27,0.16,0.71,0.04,2.66,0.16,3.73,0.19,0.71,0.06,1.98,0.09,2.43,0.10,0.82,0.05,1.58,0.12,1.97,0.15,0.80,0.09,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1471894920000.0,2.0,STEI_055,2.98,0.11,4.16,0.15,0.72,0.04,2.33,0.14,3.30,0.17,0.71,0.05,1.76,0.06,1.91,0.07,0.92,0.04,1.38,0.07,1.47,0.07,0.94,0.06,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1473120000000.0,2.0,STEI_055,2.78,0.12,3.96,0.16,0.70,0.04,2.49,0.15,3.51,0.19,0.71,0.06,1.31,0.06,1.50,0.06,0.87,0.05,1.09,0.09,1.31,0.12,0.84,0.10,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1474243200000.0,2.0,STEI_055,2.49,0.10,3.62,0.15,0.69,0.04,1.88,0.12,2.80,0.18,0.67,0.06,1.34,0.05,1.45,0.05,0.92,0.05,1.03,0.06,1.12,0.07,0.91,0.08,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1475452800000.0,2.0,STEI_055,1.39,0.06,1.92,0.10,0.72,0.05,1.12,0.06,1.58,0.11,0.71,0.06,0.373,0.021,0.412,0.025,0.90,0.08,0.268,0.022,0.31,0.04,0.86,0.14,0,16
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1476835200000.0,2.0,STEI_055,0.544,0.018,0.628,0.024,0.87,0.04,0.501,0.026,0.62,0.06,0.81,0.09,0.184,0.012,0.198,0.015,0.93,0.09,0.144,0.011,0.151,0.013,0.95,0.11,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1493856000000.0,2.0,STEI_055,0.428,0.014,0.471,0.017,0.91,0.04,0.391,0.020,0.447,0.028,0.87,0.07,0.169,0.009,0.180,0.012,0.94,0.08,0.173,0.013,0.178,0.014,0.97,0.10,0,16
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1494979200000.0,2.0,STEI_055,0.685,0.029,0.811,0.035,0.84,0.05,0.83,0.04,1.04,0.07,0.80,0.07,0.64,0.04,0.75,0.05,0.85,0.08,0.58,0.06,0.68,0.07,0.85,0.12,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1496275200000.0,2.0,STEI_055,1.92,0.10,2.88,0.18,0.67,0.05,1.67,0.10,2.44,0.16,0.68,0.06,1.83,0.11,2.60,0.16,0.70,0.06,1.56,0.15,2.17,0.21,0.72,0.10,0,16
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1497484800000.0,2.0,STEI_055,3.05,0.12,4.53,0.18,0.67,0.04,2.51,0.15,3.74,0.19,0.67,0.05,2.94,0.15,4.23,0.21,0.70,0.05,2.36,0.21,3.30,0.27,0.72,0.09,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1498608000000.0,2.0,STEI_055,3.10,0.12,4.29,0.17,0.72,0.04,2.74,0.14,3.68,0.19,0.75,0.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1499904000000.0,2.0,STEI_055,3.17,0.13,4.49,0.20,0.71,0.04,2.81,0.16,4.05,0.25,0.69,0.06,2.44,0.16,3.44,0.18,0.71,0.06,1.83,0.20,2.60,0.22,0.70,0.10,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1500940800000.0,2.0,STEI_055,3.28,0.13,4.76,0.19,0.69,0.04,2.82,0.19,4.15,0.21,0.68,0.06,1.87,0.10,2.49,0.13,0.75,0.06,1.48,0.14,1.95,0.16,0.76,0.09,0,16
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1502236800000.0,2.0,STEI_055,3.19,0.12,4.49,0.17,0.71,0.04,2.54,0.16,3.59,0.19,0.71,0.06,2.08,0.10,2.52,0.11,0.83,0.05,1.59,0.13,1.87,0.14,0.85,0.09,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1505692800000.0,2.0,STEI_055,2.18,0.08,3.21,0.14,0.68,0.04,2.02,0.14,3.03,0.19,0.67,0.06,0.508,0.029,0.564,0.032,0.90,0.07,0.41,0.04,0.47,0.05,0.89,0.14,32,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1506988800000.0,2.0,STEI_055,1.51,0.06,2.13,0.09,0.71,0.04,1.37,0.10,2.10,0.16,0.65,0.07,0.304,0.017,0.341,0.023,0.89,0.08,0.251,0.025,0.285,0.034,0.88,0.14,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1508371200000.0,2.0,STEI_055,0.493,0.015,0.548,0.017,0.90,0.04,0.458,0.022,0.53,0.04,0.86,0.07,0.161,0.010,0.178,0.013,0.90,0.09,0.115,0.020,0.132,0.032,0.87,0.26,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1525219200000.0,2.0,STEI_055,0.466,0.015,0.525,0.019,0.89,0.04,0.589,0.032,0.74,0.06,0.80,0.08,0.046,0.006,0.052,0.008,0.89,0.17,0.049,0.011,0.057,0.015,0.86,0.31,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1526428800000.0,2.0,STEI_055,0.581,0.028,0.675,0.034,0.86,0.06,0.54,0.04,0.67,0.06,0.81,0.09,0.261,0.016,0.286,0.020,0.91,0.08,0.251,0.026,0.274,0.034,0.92,0.15,0,8
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1527638400000.0,2.0,STEI_055,3.45,0.13,5.10,0.18,0.676,0.035,2.88,0.17,4.32,0.23,0.67,0.05,1.39,0.08,1.82,0.13,0.77,0.07,1.14,0.10,1.42,0.12,0.80,0.10,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1528761600000.0,2.0,STEI_055,3.53,0.14,5.13,0.17,0.689,0.035,3.20,0.19,4.70,0.19,0.68,0.05,1.66,0.09,2.11,0.10,0.79,0.06,1.40,0.11,1.86,0.15,0.75,0.08,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1530057600000.0,2.0,STEI_055,3.59,0.13,5.09,0.17,0.706,0.034,2.99,0.17,4.47,0.23,0.67,0.05,2.13,0.12,2.80,0.14,0.76,0.06,1.69,0.14,2.19,0.17,0.77,0.09,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1531267200000.0,2.0,STEI_055,3.67,0.14,5.19,0.18,0.71,0.04,2.80,0.14,4.03,0.16,0.70,0.04,2.61,0.15,3.39,0.15,0.77,0.06,2.01,0.14,2.53,0.17,0.80,0.08,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1532649600000.0,2.0,STEI_055,3.37,0.12,4.69,0.17,0.72,0.04,3.07,0.18,4.33,0.17,0.71,0.05,2.10,0.09,2.45,0.10,0.86,0.05,1.68,0.11,1.99,0.14,0.85,0.08,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1533686400000.0,2.0,STEI_055,3.42,0.12,4.86,0.16,0.703,0.035,3.03,0.16,4.38,0.15,0.69,0.04,1.45,0.07,1.76,0.09,0.82,0.06,1.14,0.12,1.40,0.14,0.82,0.12,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1534896000000.0,2.0,STEI_055,3.60,0.13,5.03,0.17,0.72,0.04,2.92,0.18,4.35,0.19,0.67,0.05,2.09,0.11,2.56,0.12,0.82,0.06,1.62,0.13,1.94,0.16,0.83,0.10,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1536105600000.0,2.0,STEI_055,2.97,0.11,4.10,0.16,0.72,0.04,2.85,0.17,4.09,0.22,0.70,0.06,1.18,0.05,1.33,0.06,0.88,0.06,0.99,0.08,1.15,0.09,0.86,0.09,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1537202640000.0,2.0,STEI_055,2.63,0.10,3.97,0.16,0.66,0.04,2.34,0.10,3.49,0.16,0.67,0.04,0.620,0.032,0.68,0.04,0.91,0.07,0.51,0.04,0.57,0.05,0.91,0.11,0,8
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1538638080000.0,2.0,STEI_055,1.58,0.06,2.26,0.10,0.70,0.04,1.56,0.08,2.32,0.12,0.67,0.05,0.253,0.016,0.274,0.019,0.92,0.09,0.226,0.025,0.248,0.030,0.91,0.15,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1539812640000.0,2.0,STEI_055,0.418,0.016,0.478,0.022,0.87,0.05,0.447,0.034,0.58,0.07,0.77,0.11,0.064,0.005,0.067,0.005,0.96,0.10,0.051,0.008,0.054,0.010,0.94,0.23,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1556554560000.0,2.0,STEI_055,0.434,0.015,0.488,0.019,0.89,0.05,0.616,0.033,0.78,0.07,0.79,0.08,0.040,0.008,0.052,0.012,0.77,0.25,0.044,0.016,0.054,0.021,0.8,0.4,0,0
GBOV_RM7_372,SteigerwaldtLandServices,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,481,Mixed Forest,45.5089416503906,-89.5863723754883,1558000980000.0,2.0,STEI_055,0.550,0.019,0.638,0.024,0.86,0.04,0.70,0.04,0.88,0.06,0.79,0.07,0.086,0.012,0.105,0.018,0.82,0.18,0.072,0.017,0.083,0.022,0.88,0.31,0,0
